date,Block,Row,Vine,variety,brix,ph,ta,spec_data
9/18/2023,A2,R 9,V 12,Vermentino,23.9,4.02,3.99,1
9/18/2023,A2,R 10,V 12,Montepulciano,24.1,4.47,3.75,1
9/18/2023,A2,R 7,V 11,Pinot noir,24.1,4.29,3.76,1
9/18/2023,A,R 1,V 1,Chardonnay,24.2,4.02,3.91,1
9/18/2023,A,R 2,V 47,Cab. Sauv.,24.2,3.75,3.64,1
9/18/2023,RMI,R 28,V 9,Sagrantino,24.2,3.43,5.73,1
9/18/2023,A,R 3,V 43,Montepulciano,24.3,3.46,5.16,1
9/18/2023,A,R 2,V 41,Merlot,24.4,3.62,3.66,1
9/18/2023,A2,R 4,V 13,Carignane,24.5,3.23,7.31,1
9/18/2023,RMI,R 19,V 1,Mourvedre,24.5,3.89,4.69,1
9/18/2023,A2,R 1,V 2,Chardonnay,24.7,4.08,4.43,1
9/18/2023,RMI,R 13,V 7,Pinot noir,24.7,4.04,4.24,1
9/18/2023,RMI,R 25,V 9,Nebbiolo,24.7,3.57,5.05,1
9/18/2023,A,R 3,V 50,Nebbiolo,24.9,3.41,5.51,1
9/18/2023,RMI,R 13,V 8,Pinot noir,24.9,3.95,3.8,1
9/18/2023,A2,R 1,V 1,Chardonnay,25.1,4.01,4.54,1
9/18/2023,A2,R 4,V 9,Zinfandel,25.1,3.58,6.43,1
9/18/2023,RMI,R 16,V 1,Sauv. blanc,25.1,3.99,4.58,1
9/18/2023,RMI,R 15,V 4,Merlot,25.4,3.83,3.59,1
9/18/2023,A,R 3,V 4,Grenache Noir,25.5,3.87,3.57,1
9/18/2023,A2,R 7,V 4,Cab. Sauv.,25.5,3.94,5.02,1
9/18/2023,RMI,R 15,V 3,Merlot,25.5,3.72,3.63,1
9/18/2023,A,R 2,V 40,Merlot,25.6,3.66,3.44,1
9/18/2023,RMI,R 25,V 10,Nebbiolo,25.6,3.5,5.64,1
9/18/2023,A,R 3,V 29,Verdelho,25.8,3.9,3.58,1
9/18/2023,A2,R 5,V 15,Syrah,25.8,4.21,3.93,1
9/18/2023,A,R 3,V 28,Verdelho,26.2,3.84,5.2,1
9/18/2023,A2,R 7,V 5,Cab. Sauv.,26.3,3.93,4.56,1
9/18/2023,RMI,R 16,V 2,Sauv. blanc,26.3,3.87,5.11,1
9/18/2023,RMI,R 38,V 7,Verdelho,26.3,3.8,4.59,1
9/18/2023,A2,R 1,V 15,Sauv. blanc,26.5,4.25,3.57,1
9/18/2023,A,R 1,V 14,Sauv. blanc,26.6,4.34,4.69,1
9/18/2023,A,R 1,V 13,Sauv. blanc,26.7,4.14,4.57,1
9/18/2023,RMI,R 38,V 8,Verdelho,26.7,3.9,4.24,1
9/18/2023,A,R 2,V 56,Pinot noir,26.8,4,4.28,1
9/18/2023,RMI,R 12,V 5,Chardonnay,26.9,3.8,4.34,1
9/18/2023,A2,R 1,V 16,Sauv. blanc,27.2,4.16,4.25,1
9/18/2023,A2,R 6,V 2,Merlot,27.2,4.06,4,1
9/18/2023,A2,R 8,V 12,Grenache Noir,27.9,3.78,3.84,1
9/18/2023,A2,R 8,V 14,Mourvedre,28,3.8,4.47,1
9/18/2023,A2,R 6,V 1,Merlot,28.9,4.09,3.52,1
10/9/2023,A,R 2,V 22,Barbera,19.8,,,0
10/9/2023,A,R 2,V 8,Zinfandel,19.9,,,0
10/9/2023,A,R 2,V 2,Carignane,20.7,,,0
10/9/2023,A,R 2,V 23,Barbera,20.9,,,0
10/9/2023,RMI,R 34,V 7,Palomino,21.1,,,0
10/9/2023,RMI,R 17,V 9,Carignane,21.2,,,0
10/9/2023,RMI,R 30,V 7,Aglianico,21.7,,,0
10/9/2023,RMI,R 30,V 8,Aglianico,21.7,,,0
10/9/2023,A,R 2,V 16,Sangiovese,21.8,,,0
10/9/2023,A,R 2,V 17,Sangiovese,21.8,,,0
10/9/2023,RMI,R 34,V 8,Palomino,21.8,,,0
10/9/2023,A2,R 10,V 6,Nebbiolo,22,,,0
10/9/2023,A,R 3,V 13,Tempranillo,22.3,,,0
10/9/2023,A2,R 3,V 13,Palomino,22.4,,,0
10/9/2023,RMI,R 17,V 10,Carignane,22.5,,,0
10/9/2023,RMI,R 20,V 9,Riesling,22.6,,,0
10/9/2023,A,R 2,V 1,Carignane,22.9,,,0
10/9/2023,A2,R 3,V 12,Palomino,23.1,,,0
10/9/2023,RMI,R 28,V 10,Sagrantino,23.2,,,0
10/9/2023,A2,R 4,V 10,Zinfandel,23.3,,,0
10/9/2023,A,R 3,V 14,Tempranillo,23.4,,,0
10/9/2023,RMI,R 35,V 4,Tempranillo,23.4,,,0
10/9/2023,RMI,R 20,V 10,Riesling,23.7,,,0
10/9/2023,RMI,R 32,V 4,Zinfandel,23.8,,,0
10/9/2023,RMI,R 14,V 2,Cab. Sauv.,23.9,,,0
10/9/2023,A,R 3,V 46,Aglianico,24,,,0
10/9/2023,A2,R 10,V 5,Nebbiolo,24,,,0
10/9/2023,A2,R 4,V 12,Carignane,24.1,,,0
10/9/2023,A2,R 5,V 8,Barbera,24.1,,,0
10/9/2023,A,R 2,V 7,Zinfandel,24.2,,,0
10/9/2023,RMI,R 37,V 7,Tinta Cao,24.3,,,0
10/9/2023,RMI,R 19,V 9,Syrah,24.5,,,0
10/9/2023,A2,R 5,V 9,Barbera,24.6,,,0
10/9/2023,A,R 3,V 34,Fiano,24.8,,,0
10/9/2023,RMI,R 32,V 3,Zinfandel,24.8,,,0
10/9/2023,RMI,R 31,V 3,Montepulciano,24.9,,,0
10/9/2023,A,R 1,V 25,Riesling,25,,,0
10/9/2023,RMI,R 35,V 3,Tempranillo,25,,,0
10/9/2023,A2,R 7,V 12,Pinot noir,25.1,,,0
10/9/2023,A2,R 7,V 11,Pinot noir,25.2,,,0
10/9/2023,A,R 3,V 35,Fiano,25.3,,,0
10/9/2023,A2,R 5,V 4,Sangiovese,25.3,,,0
10/9/2023,A2,R 5,V 5,Sangiovese,25.3,,,0
10/9/2023,RMI,R 14,V 1,Cab. Sauv.,25.3,,,0
10/9/2023,A,R 1,V 26,Riesling,25.5,,,0
10/9/2023,A2,R 10,V 12,Montepulciano,25.7,,,0
10/9/2023,A2,R 5,V 16,Syrah,25.8,,,0
10/9/2023,RMI,R 24,V 2,Barbera,25.8,,,0
10/9/2023,RMI,R 31,V 4,Montepulciano,25.8,,,0
10/9/2023,RMI,R 33,V 7,Grenache Noir,25.8,,,0
10/9/2023,RMI,R 37,V 8,Tinta Cao,25.8,,,0
10/9/2023,A,R 3,V 47,Aglianico,25.9,,,0
10/9/2023,A2,R 2,V 12,Riesling,25.9,,,0
10/9/2023,RMI,R 24,V 1,Barbera,25.9,,,0
10/9/2023,A2,R 8,V 1,Tempranillo,26,,,0
10/9/2023,RMI,R 12,V 6,Chardonnay,26,,,0
10/9/2023,A,R 3,V 43,Montepulciano,26.1,,,0
10/9/2023,A2,R 8,V 11,Grenache Noir,26.2,,,0
10/9/2023,A2,R 10,V 11,Montepulciano,26.3,,,0
10/9/2023,RMI,R 19,V 10,Syrah,26.4,,,0
10/9/2023,RMI,R 33,V 8,Grenache Noir,27.9,,,0
10/9/2023,RMI,R 38,V 5,Touriga Nacional,28,,,0
10/9/2023,A,R 2,V 41,Merlot,28.5,,,0
10/9/2023,RMI,R 13,V 8,Pinot noir,28.6,,,0
10/9/2023,RMI,R 38,V 6,Touriga Nacional,28.6,,,0
10/9/2023,A,R 3,V 50,Nebbiolo,28.7,,,0
10/9/2023,A,R 2,V 55,Pinot noir,32.5,,,0
10/9/2023,A,R 2,V 47,Cab. Sauv.,33.3,,,0
10/18/2023,RMI,R 30,V 7,Aglianico,21.7,,,0
10/18/2023,RMI,R 17,V 9,Carignane,22.4,,,0
10/18/2023,RMI,R 30,V 8,Aglianico,22.4,,,0
10/18/2023,RMI,R 35,V 4,Tempranillo,22.4,,,0
10/18/2023,RMI,R 34,V 8,Palomino,22.7,,,0
10/18/2023,A,R 2,V 8,Zinfandel,22.8,,,0
10/18/2023,RMI,R 34,V 7,Palomino,22.8,,,0
10/18/2023,A,R 3,V 13,Tempranillo,22.9,,,0
10/18/2023,A2,R 10,V 6,Nebbiolo,22.9,,,0
10/18/2023,A2,R 3,V 12,Palomino,22.9,,,0
10/18/2023,A2,R 3,V 13,Palomino,22.9,,,0
10/18/2023,A,R 2,V 2,Carignane,23,,,0
10/18/2023,RMI,R 32,V 4,Zinfandel,23.1,,,0
10/18/2023,A,R 2,V 17,Sangiovese,23.2,,,0
10/18/2023,A,R 3,V 46,Aglianico,23.2,,,0
10/18/2023,A,R 2,V 1,Carignane,23.4,,,0
10/18/2023,RMI,R 17,V 10,Carignane,23.4,,,0
10/18/2023,A,R 3,V 14,Tempranillo,23.5,,,0
10/18/2023,A2,R 4,V 12,Carignane,23.5,,,0
10/18/2023,RMI,R 14,V 2,Cab. Sauv.,23.5,,,0
10/18/2023,A2,R 4,V 10,Zinfandel,23.9,,,0
10/18/2023,RMI,R 20,V 9,Riesling,23.9,,,0
10/18/2023,A2,R 5,V 8,Barbera,24.1,,,0
10/18/2023,A,R 2,V 16,Sangiovese,24.2,,,0
10/18/2023,RMI,R 28,V 10,Sagrantino,24.2,,,0
10/18/2023,RMI,R 20,V 10,Riesling,24.5,,,0
10/18/2023,RMI,R 32,V 3,Zinfandel,24.7,,,0
10/18/2023,RMI,R 37,V 7,Tinta Cao,24.8,,,0
10/18/2023,A,R 3,V 34,Fiano,24.9,,,0
10/18/2023,A,R 2,V 23,Barbera,25,,,0
10/18/2023,A2,R 5,V 9,Barbera,25.3,,,0
10/18/2023,RMI,R 31,V 3,Montepulciano,25.6,,,0
10/18/2023,A,R 2,V 22,Barbera,26.6,,,0
10/18/2023,A,R 2,V 7,Zinfandel,26.7,,,0
10/18/2023,RMI,R 19,V 9,Syrah,28,,,0
